origin	dest	capacity	length	fft	alpha	beta	speedLimit
132	678	49500	0.86267	0	0.15	4	0
133	679	49500	0.86267	0	0.15	4	0
134	680	49500	0.86267	0	0.15	4	0
135	681	49500	0.86267	0	0.15	4	0
136	682	49500	0.86267	0	0.15	4	0
137	683	49500	0.86267	0	0.15	4	0
138	684	49500	0.86267	0	0.15	4	0
139	685	49500	0.86267	0	0.15	4	0
140	686	49500	0.86267	0	0.15	4	0
141	687	49500	0.86267	0	0.15	4	0
142	688	49500	0.86267	0	0.15	4	0
143	689	49500	0.86267	0	0.15	4	0
144	690	49500	0.86267	0	0.15	4	0
145	691	49500	0.86267	0	0.15	4	0
146	692	49500	0.86267	0	0.15	4	0
147	693	49500	0.86267	0	0.15	4	0
148	694	49500	0.86267	0	0.15	4	0
149	695	49500	0.86267	0	0.15	4	0
150	696	49500	0.86267	0	0.15	4	0
151	697	49500	0.86267	0	0.15	4	0
152	698	49500	0.86267	0	0.15	4	0
153	699	49500	0.86267	0	0.15	4	0
154	700	49500	0.86267	0	0.15	4	0
155	701	49500	0.86267	0	0.15	4	0
156	702	49500	0.86267	0	0.15	4	0
157	703	49500	0.86267	0	0.15	4	0
158	704	49500	0.86267	0	0.15	4	0
159	705	49500	0.86267	0	0.15	4	0
160	706	49500	0.86267	0	0.15	4	0
161	707	49500	0.86267	0	0.15	4	0
162	708	49500	0.86267	0	0.15	4	0
163	709	49500	0.86267	0	0.15	4	0
164	710	49500	0.86267	0	0.15	4	0
165	711	49500	0.86267	0	0.15	4	0
166	712	49500	0.86267	0	0.15	4	0
167	713	49500	0.86267	0	0.15	4	0
168	714	49500	0.86267	0	0.15	4	0
169	715	49500	0.86267	0	0.15	4	0
170	716	49500	0.86267	0	0.15	4	0
171	717	49500	0.86267	0	0.15	4	0
172	718	49500	0.86267	0	0.15	4	0
173	719	49500	0.86267	0	0.15	4	0
174	720	49500	0.86267	0	0.15	4	0
175	721	49500	0.86267	0	0.15	4	0
176	722	49500	0.86267	0	0.15	4	0
177	723	49500	0.86267	0	0.15	4	0
178	724	49500	0.86267	0	0.15	4	0
179	725	49500	0.86267	0	0.15	4	0
180	726	49500	0.86267	0	0.15	4	0
181	727	49500	0.86267	0	0.15	4	0
182	728	49500	0.86267	0	0.15	4	0
183	729	49500	0.86267	0	0.15	4	0
184	730	49500	0.86267	0	0.15	4	0
185	731	49500	0.86267	0	0.15	4	0
186	732	49500	0.86267	0	0.15	4	0
187	733	49500	0.86267	0	0.15	4	0
188	734	49500	0.86267	0	0.15	4	0
189	735	49500	0.86267	0	0.15	4	0
190	736	49500	0.86267	0	0.15	4	0
191	737	49500	0.86267	0	0.15	4	0
192	738	49500	0.86267	0	0.15	4	0
193	739	49500	0.86267	0	0.15	4	0
194	740	49500	0.86267	0	0.15	4	0
195	741	49500	0.86267	0	0.15	4	0
196	742	49500	0.86267	0	0.15	4	0
197	743	49500	0.86267	0	0.15	4	0
198	744	49500	0.86267	0	0.15	4	0
199	745	49500	0.86267	0	0.15	4	0
200	746	49500	0.86267	0	0.15	4	0
201	747	49500	0.86267	0	0.15	4	0
202	748	49500	0.86267	0	0.15	4	0
203	749	49500	0.86267	0	0.15	4	0
204	750	49500	0.86267	0	0.15	4	0
205	751	49500	0.86267	0	0.15	4	0
206	752	49500	0.86267	0	0.15	4	0
207	753	49500	0.86267	0	0.15	4	0
208	754	49500	0.86267	0	0.15	4	0
209	755	49500	0.86267	0	0.15	4	0
210	756	49500	0.86267	0	0.15	4	0
211	757	49500	0.86267	0	0.15	4	0
212	758	49500	0.86267	0	0.15	4	0
213	759	49500	0.86267	0	0.15	4	0
214	760	49500	0.86267	0	0.15	4	0
215	761	49500	0.86267	0	0.15	4	0
216	762	49500	0.86267	0	0.15	4	0
217	763	49500	0.86267	0	0.15	4	0
218	764	49500	0.86267	0	0.15	4	0
219	765	49500	0.86267	0	0.15	4	0
220	766	49500	0.86267	0	0.15	4	0
221	767	49500	0.86267	0	0.15	4	0
222	768	49500	0.86267	0	0.15	4	0
223	769	49500	0.86267	0	0.15	4	0
224	770	49500	0.86267	0	0.15	4	0
225	771	49500	0.86267	0	0.15	4	0
226	772	49500	0.86267	0	0.15	4	0
227	773	49500	0.86267	0	0.15	4	0
228	774	49500	0.86267	0	0.15	4	0
229	775	49500	0.86267	0	0.15	4	0
230	776	49500	0.86267	0	0.15	4	0
231	777	49500	0.86267	0	0.15	4	0
232	778	49500	0.86267	0	0.15	4	0
233	779	49500	0.86267	0	0.15	4	0
234	780	49500	0.86267	0	0.15	4	0
235	781	49500	0.86267	0	0.15	4	0
236	782	49500	0.86267	0	0.15	4	0
237	783	49500	0.86267	0	0.15	4	0
238	784	49500	0.86267	0	0.15	4	0
239	785	49500	0.86267	0	0.15	4	0
240	786	49500	0.86267	0	0.15	4	0
241	787	49500	0.86267	0	0.15	4	0
242	788	49500	0.86267	0	0.15	4	0
243	789	49500	0.86267	0	0.15	4	0
244	790	49500	0.86267	0	0.15	4	0
245	791	49500	0.86267	0	0.15	4	0
246	792	49500	0.86267	0	0.15	4	0
247	793	49500	0.86267	0	0.15	4	0
248	794	49500	0.86267	0	0.15	4	0
249	795	49500	0.86267	0	0.15	4	0
250	796	49500	0.86267	0	0.15	4	0
251	797	49500	0.86267	0	0.15	4	0
252	798	49500	0.86267	0	0.15	4	0
253	799	49500	0.86267	0	0.15	4	0
254	800	49500	0.86267	0	0.15	4	0
255	801	49500	0.86267	0	0.15	4	0
256	802	49500	0.86267	0	0.15	4	0
257	803	49500	0.86267	0	0.15	4	0
258	804	49500	0.86267	0	0.15	4	0
259	805	49500	0.86267	0	0.15	4	0
260	806	49500	0.86267	0	0.15	4	0
261	807	49500	0.86267	0	0.15	4	0
262	808	49500	0.86267	0	0.15	4	0
263	809	49500	0.86267	0	0.15	4	0
264	810	49500	0.86267	0	0.15	4	0
265	811	49500	0.86267	0	0.15	4	0
266	812	49500	0.86267	0	0.15	4	0
267	813	49500	0.86267	0	0.15	4	0
268	814	49500	0.86267	0	0.15	4	0
269	815	49500	0.86267	0	0.15	4	0
270	816	49500	0.86267	0	0.15	4	0
271	817	49500	0.86267	0	0.15	4	0
272	818	49500	0.86267	0	0.15	4	0
273	819	49500	0.86267	0	0.15	4	0
274	820	49500	0.86267	0	0.15	4	0
275	821	49500	0.86267	0	0.15	4	0
276	822	49500	0.86267	0	0.15	4	0
277	823	49500	0.86267	0	0.15	4	0
278	824	49500	0.86267	0	0.15	4	0
279	825	49500	0.86267	0	0.15	4	0
280	826	49500	0.86267	0	0.15	4	0
281	827	49500	0.86267	0	0.15	4	0
282	828	49500	0.86267	0	0.15	4	0
283	829	49500	0.86267	0	0.15	4	0
284	830	49500	0.86267	0	0.15	4	0
285	831	49500	0.86267	0	0.15	4	0
286	832	49500	0.86267	0	0.15	4	0
287	833	49500	0.86267	0	0.15	4	0
288	834	49500	0.86267	0	0.15	4	0
289	835	49500	0.86267	0	0.15	4	0
290	836	49500	0.86267	0	0.15	4	0
291	837	49500	0.86267	0	0.15	4	0
292	838	49500	0.86267	0	0.15	4	0
293	839	49500	0.86267	0	0.15	4	0
294	840	49500	0.86267	0	0.15	4	0
295	841	49500	0.86267	0	0.15	4	0
296	842	49500	0.86267	0	0.15	4	0
297	843	49500	0.86267	0	0.15	4	0
298	844	49500	0.86267	0	0.15	4	0
299	845	49500	0.86267	0	0.15	4	0
300	846	49500	0.86267	0	0.15	4	0
301	847	49500	0.86267	0	0.15	4	0
302	848	49500	0.86267	0	0.15	4	0
303	849	49500	0.86267	0	0.15	4	0
304	850	49500	0.86267	0	0.15	4	0
305	851	49500	0.86267	0	0.15	4	0
306	852	49500	0.86267	0	0.15	4	0
307	853	49500	0.86267	0	0.15	4	0
308	854	49500	0.86267	0	0.15	4	0
309	855	49500	0.86267	0	0.15	4	0
310	856	49500	0.86267	0	0.15	4	0
311	857	49500	0.86267	0	0.15	4	0
312	858	49500	0.86267	0	0.15	4	0
313	859	49500	0.86267	0	0.15	4	0
314	860	49500	0.86267	0	0.15	4	0
315	861	49500	0.86267	0	0.15	4	0
316	862	49500	0.86267	0	0.15	4	0
317	863	49500	0.86267	0	0.15	4	0
318	864	49500	0.86267	0	0.15	4	0
319	865	49500	0.86267	0	0.15	4	0
320	866	49500	0.86267	0	0.15	4	0
321	867	49500	0.86267	0	0.15	4	0
322	868	49500	0.86267	0	0.15	4	0
323	869	49500	0.86267	0	0.15	4	0
324	870	49500	0.86267	0	0.15	4	0
325	871	49500	0.86267	0	0.15	4	0
326	872	49500	0.86267	0	0.15	4	0
327	873	49500	0.86267	0	0.15	4	0
328	874	49500	0.86267	0	0.15	4	0
329	875	49500	0.86267	0	0.15	4	0
330	876	49500	0.86267	0	0.15	4	0
331	877	49500	0.86267	0	0.15	4	0
332	878	49500	0.86267	0	0.15	4	0
333	879	49500	0.86267	0	0.15	4	0
334	880	49500	0.86267	0	0.15	4	0
335	881	49500	0.86267	0	0.15	4	0
336	882	49500	0.86267	0	0.15	4	0
337	883	49500	0.86267	0	0.15	4	0
338	884	49500	0.86267	0	0.15	4	0
339	885	49500	0.86267	0	0.15	4	0
340	886	49500	0.86267	0	0.15	4	0
341	887	49500	0.86267	0	0.15	4	0
342	888	49500	0.86267	0	0.15	4	0
343	889	49500	0.86267	0	0.15	4	0
344	890	49500	0.86267	0	0.15	4	0
345	891	49500	0.86267	0	0.15	4	0
346	892	49500	0.86267	0	0.15	4	0
347	893	49500	0.86267	0	0.15	4	0
348	894	49500	0.86267	0	0.15	4	0
349	895	49500	0.86267	0	0.15	4	0
350	896	49500	0.86267	0	0.15	4	0
351	897	49500	0.86267	0	0.15	4	0
352	898	49500	0.86267	0	0.15	4	0
353	899	49500	0.86267	0	0.15	4	0
354	900	49500	0.86267	0	0.15	4	0
355	901	49500	0.86267	0	0.15	4	0
356	902	49500	0.86267	0	0.15	4	0
357	903	49500	0.86267	0	0.15	4	0
358	904	49500	0.86267	0	0.15	4	0
359	905	49500	0.86267	0	0.15	4	0
360	906	49500	0.86267	0	0.15	4	0
361	907	49500	0.86267	0	0.15	4	0
362	908	49500	0.86267	0	0.15	4	0
363	909	49500	0.86267	0	0.15	4	0
364	910	49500	0.86267	0	0.15	4	0
365	911	49500	0.86267	0	0.15	4	0
366	912	49500	0.86267	0	0.15	4	0
367	913	49500	0.86267	0	0.15	4	0
368	914	49500	0.86267	0	0.15	4	0
369	915	49500	0.86267	0	0.15	4	0
370	916	49500	0.86267	0	0.15	4	0
371	917	49500	0.86267	0	0.15	4	0
372	918	49500	0.86267	0	0.15	4	0
373	919	49500	0.86267	0	0.15	4	0
374	920	49500	0.86267	0	0.15	4	0
375	921	49500	0.86267	0	0.15	4	0
376	922	49500	0.86267	0	0.15	4	0
377	923	49500	0.86267	0	0.15	4	0
378	924	49500	0.86267	0	0.15	4	0
379	925	49500	0.86267	0	0.15	4	0
380	926	49500	0.86267	0	0.15	4	0
381	927	49500	0.86267	0	0.15	4	0
382	928	49500	0.86267	0	0.15	4	0
383	929	49500	0.86267	0	0.15	4	0
384	930	49500	0.86267	0	0.15	4	0
385	931	49500	0.86267	0	0.15	4	0
386	932	49500	0.86267	0	0.15	4	0
387	933	49500	0.86267	0	0.15	4	0
388	390	3500	12.0468	11.09	0.15	4	0
388	391	3500	6.35718	5.98	0.15	4	0
388	708	2000	1.81366	2.9	0.15	4	0
388	802	2000	4.42618	4.78	0.15	4	0
389	390	1000	4.70056	4.34	0.15	4	0
389	801	2500	7.50969	9.58	0.15	4	0
389	914	2500	3.3019	3.96	0.15	4	0
390	388	3500	12.0468	11.09	0.15	4	0
390	389	1000	4.70056	4.34	0.15	4	0
390	925	3500	7.06021	6.93	0.15	4	0
391	388	3500	6.35718	5.98	0.15	4	0
391	392	3500	4.5587	4.22	0.15	4	0
391	709	3000	1.26933	0.53	0.15	4	0
391	715	3000	4.71637	6.36	0.15	4	0
392	391	3500	4.5587	4.22	0.15	4	0
392	393	3500	2.70059	2.55	0.15	4	0
392	713	1000	1.675	1.05	0.15	4	0
392	717	1000	1.60466	2.98	0.15	4	0
393	392	3500	2.70059	2.55	0.15	4	0
393	394	5000	3.1116	3.42	0.15	4	0
393	712	3500	2.70953	2.62	0.15	4	0
393	716	3500	0.61304	1.87	0.15	4	0
394	393	5000	3.1116	3.42	0.15	4	0
394	395	5000	2.25782	2.42	0.15	4	0
394	584	500	4.77245	4.97	0.15	4	0
394	601	500	0.56239	1.75	0.15	4	0
395	394	5000	2.25782	2.42	0.15	4	0
395	396	5000	3.35722	3.65	0.15	4	0
395	584	3500	3.87386	3.88	0.15	4	0
395	600	3500	0.82969	1.36	0.15	4	0
396	395	5000	3.35722	3.65	0.15	4	0
396	397	5000	1.95295	2.11	0.15	4	0
397	396	5000	1.95295	2.11	0.15	4	0
397	398	5000	2.17728	2.36	0.15	4	0
397	588	3000	2.501	3.02	0.15	4	0
397	604	3000	1.10476	1.28	0.15	4	0
398	397	5000	2.17728	2.36	0.15	4	0
398	399	5000	0.62803	0.72	0.15	4	0
398	400	6500	1.95581	2.11	0.15	4	0
398	403	8000	2.806	3.06	0.15	4	0
399	398	5000	0.62803	0.72	0.15	4	0
399	537	5000	3.93438	4.28	0.15	4	0
399	604	7000	1.69926	3.32	0.15	4	0
399	609	7000	1.364	0.88	0.15	4	0
400	398	6500	1.95581	2.11	0.15	4	0
400	401	5000	3.45553	4.09	0.15	4	0
400	587	500	1.00973	0.88	0.15	4	0
400	609	500	2.50769	6.72	0.15	4	0
401	400	5000	3.45553	4.09	0.15	4	0
401	402	5000	1.5004	1.69	0.15	4	0
401	585	6000	1.00047	1.7	0.15	4	0
401	590	6000	2.22043	1.81	0.15	4	0
402	401	5000	1.5004	1.69	0.15	4	0
403	398	8000	2.806	3.06	0.15	4	0
403	404	6500	3.00452	3.26	0.15	4	0
403	606	1500	1.20311	2.84	0.15	4	0
403	611	1500	1.92899	2.07	0.15	4	0
404	403	6500	3.00452	3.26	0.15	4	0
404	405	5000	0.91703	1.05	0.15	4	0
404	675	5500	1.54319	3.14	0.15	4	0
404	680	5500	1.61045	1.27	0.15	4	0
405	404	5000	0.91703	1.05	0.15	4	0
405	406	5000	2.18666	2.53	0.15	4	0
405	488	5000	0.95285	1.01	0.15	4	0
406	405	5000	2.18666	2.53	0.15	4	0
406	407	5000	3.05061	3.31	0.15	4	0
406	677	3000	0.82067	2	0.15	4	0
406	682	3000	2.20446	2.45	0.15	4	0
407	406	5000	3.05061	3.31	0.15	4	0
407	408	5000	2.94384	3.25	0.15	4	0
407	687	6500	0.82067	1.71	0.15	4	0
407	692	6500	2.45596	2.47	0.15	4	0
408	407	5000	2.94384	3.25	0.15	4	0
408	409	5000	1.91447	2.17	0.15	4	0
408	689	2000	1.04948	2.19	0.15	4	0
408	694	2000	2.10339	2.11	0.15	4	0
409	408	5000	1.91447	2.17	0.15	4	0
409	410	5000	3.58034	3.93	0.15	4	0
409	538	5000	1.40829	1.47	0.15	4	0
409	539	5000	2.55473	2.86	0.15	4	0
410	409	5000	3.58034	3.93	0.15	4	0
410	411	3500	2.99149	2.72	0.15	4	0
410	690	2000	2.81196	2.9	0.15	4	0
410	700	2000	0.63686	1.09	0.15	4	0
411	410	3500	2.99149	2.72	0.15	4	0
411	412	3500	2.93815	2.73	0.15	4	0
411	685	6000	2.91909	3.04	0.15	4	0
411	695	6000	0.63686	1.04	0.15	4	0
412	411	3500	2.93815	2.73	0.15	4	0
412	413	3500	2.87283	2.61	0.15	4	0
413	412	3500	2.87283	2.61	0.15	4	0
413	414	3500	2.80865	2.62	0.15	4	0
413	730	4000	3.17024	3.35	0.15	4	0
413	734	4000	0.62208	0.65	0.15	4	0
414	413	3500	2.80865	2.62	0.15	4	0
414	415	3500	4.37375	4.1	0.15	4	0
414	731	3500	3.20061	3.29	0.15	4	0
414	735	3500	0.63686	0.54	0.15	4	0
415	414	3500	4.37375	4.1	0.15	4	0
415	416	3500	6.15496	5.67	0.15	4	0
415	727	3500	4.24465	4.8	0.15	4	0
415	733	3500	1.75633	3.01	0.15	4	0
416	415	3500	6.15496	5.67	0.15	4	0
416	417	3500	5.59407	5.15	0.15	4	0
416	726	2000	2.04509	1.54	0.15	4	0
416	732	2000	3.95137	5.28	0.15	4	0
417	416	3500	5.59407	5.15	0.15	4	0
417	732	3500	8.19718	9.84	0.15	4	0
417	913	3500	3.12711	3.45	0.15	4	0
417	926	3500	6.52016	6.29	0.15	4	0
418	419	5000	5.50658	5.27	0.15	4	0
418	921	2000	2.33798	3.86	0.15	4	0
418	922	2000	4.25297	4.77	0.15	4	0
418	923	5000	10.3917	8.98	0.15	4	0
419	418	5000	5.50658	5.27	0.15	4	0
419	420	5000	4.81398	4.47	0.15	4	0
419	739	1500	3.41273	5.07	0.15	4	0
419	743	1500	1.62768	1.44	0.15	4	0
420	419	5000	4.81398	4.47	0.15	4	0
420	421	5000	2.97089	3.29	0.15	4	0
420	751	3000	2.501	2.57	0.15	4	0
420	752	3000	0.90683	1.68	0.15	4	0
421	420	5000	2.97089	3.29	0.15	4	0
421	422	5000	3.25194	3.53	0.15	4	0
421	753	2000	1.47413	0.94	0.15	4	0
421	754	2000	1.83508	2.86	0.15	4	0
422	421	5000	3.25194	3.53	0.15	4	0
422	423	5000	2.80865	3.11	0.15	4	0
422	762	1000	0.61	0.87	0.15	4	0
422	766	1000	3.05061	3.61	0.15	4	0
423	422	5000	2.80865	3.11	0.15	4	0
423	424	5000	3.09902	3.43	0.15	4	0
423	764	1000	0.69551	0.6	0.15	4	0
423	767	1000	3.49621	4.08	0.15	4	0
424	423	5000	3.09902	3.43	0.15	4	0
424	425	5000	3.06764	3.31	0.15	4	0
424	773	1000	0.682	1.3	0.15	4	0
424	777	1000	3.32995	3.72	0.15	4	0
425	424	5000	3.06764	3.31	0.15	4	0
425	426	5000	1.53594	1.71	0.15	4	0
425	775	2000	1.47539	2.62	0.15	4	0
425	779	2000	1.73609	1.48	0.15	4	0
426	425	5000	1.53594	1.71	0.15	4	0
426	427	3500	0.9548	1.11	0.15	4	0
426	441	5000	4.40258	4.82	0.15	4	0
427	426	3500	0.9548	1.11	0.15	4	0
427	428	3500	3.24219	3.5	0.15	4	0
427	594	7000	0.7446	1.43	0.15	4	0
427	779	7000	2.57432	2.65	0.15	4	0
428	427	3500	3.24219	3.5	0.15	4	0
428	429	3500	0.682	0.78	0.15	4	0
428	431	5000	0.9548	1.04	0.15	4	0
429	428	3500	0.682	0.78	0.15	4	0
429	430	3500	0.60078	0.63	0.15	4	0
429	593	6500	1.00047	2.39	0.15	4	0
429	778	6500	2.39692	2.77	0.15	4	0
430	429	3500	0.60078	0.63	0.15	4	0
431	428	5000	0.9548	1.04	0.15	4	0
431	432	5000	3.22089	3.52	0.15	4	0
431	593	4000	0.682	1.27	0.15	4	0
431	597	4000	2.42854	2.91	0.15	4	0
432	431	5000	3.22089	3.52	0.15	4	0
432	433	5000	2.37978	2.62	0.15	4	0
432	595	4500	1.66609	3.16	0.15	4	0
432	599	4500	1.56355	1.33	0.15	4	0
433	432	5000	2.37978	2.62	0.15	4	0
433	434	5000	2.01208	2.35	0.15	4	0
433	616	9500	2.79936	3.4	0.15	4	0
433	617	9500	0.76433	1.5	0.15	4	0
434	433	5000	2.01208	2.35	0.15	4	0
434	435	5000	2.60592	3.07	0.15	4	0
434	618	9000	3.17024	4.12	0.15	4	0
434	619	9000	0.63686	0.65	0.15	4	0
435	434	5000	2.60592	3.07	0.15	4	0
435	436	5000	1.78575	1.92	0.15	4	0
435	552	4500	1.30973	0.89	0.15	4	0
435	554	4500	1.76057	3.93	0.15	4	0
436	435	5000	1.78575	1.92	0.15	4	0
436	437	5000	2.75582	3.08	0.15	4	0
436	496	9000	0.95285	1.02	0.15	4	0
437	436	5000	2.75582	3.08	0.15	4	0
437	438	5000	3.79967	4.14	0.15	4	0
437	554	4000	1.037	0.62	0.15	4	0
437	556	4000	3.32156	7.18	0.15	4	0
438	437	5000	3.79967	4.14	0.15	4	0
438	439	5000	2.196	2.4	0.15	4	0
438	535	6500	7.09097	8.17	0.15	4	0
438	536	5000	1.85925	2.11	0.15	4	0
438	540	3500	1.50659	1.68	0.15	4	0
439	438	5000	2.196	2.4	0.15	4	0
439	440	5000	2.318	2.53	0.15	4	0
439	614	6000	2.33798	2.72	0.15	4	0
439	615	6000	0.7764	1.94	0.15	4	0
440	439	5000	2.318	2.53	0.15	4	0
440	441	5000	2.44076	2.63	0.15	4	0
440	612	2000	2.33798	2.64	0.15	4	0
440	613	2000	0.86267	1.88	0.15	4	0
441	426	5000	4.40258	4.82	0.15	4	0
441	440	5000	2.44076	2.63	0.15	4	0
441	591	6000	1.87122	3.19	0.15	4	0
441	596	6000	1.30973	0.72	0.15	4	0
442	443	3500	3.9287	3.59	0.15	4	0
442	898	500	6.25094	6.49	0.15	4	0
442	899	500	1.5444	2.78	0.15	4	0
442	929	3500	32.8818	6.31	0.15	4	0
443	442	3500	3.9287	3.59	0.15	4	0
443	444	3500	4.52881	4.45	0.15	4	0
443	897	500	1.00973	1.3	0.15	4	0
443	898	500	3.82164	3.98	0.15	4	0
444	443	3500	4.52881	4.45	0.15	4	0
444	445	3500	5.42934	5	0.15	4	0
445	444	3500	5.42934	5	0.15	4	0
445	446	3500	6.81154	6.27	0.15	4	0
445	885	1000	4.73644	6.37	0.15	4	0
445	886	1000	1.64248	1.05	0.15	4	0
446	445	3500	6.81154	6.27	0.15	4	0
446	447	3500	6.28774	5.78	0.15	4	0
446	858	8500	1.41882	2.41	0.15	4	0
446	859	8500	4.74469	5.21	0.15	4	0
447	446	3500	6.28774	5.78	0.15	4	0
447	448	3500	4.3224	3.98	0.15	4	0
447	848	4000	3.81335	5.59	0.15	4	0
447	849	4000	2.16185	1.87	0.15	4	0
448	447	3500	4.3224	3.98	0.15	4	0
448	449	5000	2.989	3.28	0.15	4	0
448	664	3500	2.75245	2.78	0.15	4	0
448	665	3500	0.65699	1.17	0.15	4	0
