iteration,gap,bound_satisfied,percentage OD satisfying bound,values of OD not satisfying bound
12,51202.7277231,False,98.26388888888889,"{('11', '9'): np.float64(-0.5709285476191255), ('12', '13'): np.float64(-1.7351609766361892e-09), ('13', '12'): np.float64(-1.7389361481447735e-09), ('19', '21'): np.float64(-2.105373555157442), ('21', '5'): np.float64(-5.780523741620861), ('21', '19'): np.float64(-20.408066394954325), ('22', '13'): np.float64(-2.3683350187340864), ('22', '24'): np.float64(-2.9983331378192037), ('23', '4'): np.float64(-3.197739113173622), ('23', '5'): np.float64(-0.9857018768087618)}"
13,45697.661402195874,False,98.09027777777779,"{('11', '9'): np.float64(-37.16046084302584), ('12', '13'): np.float64(-1.5113798158174595e-09), ('13', '12'): np.float64(-1.5240927586975884e-09), ('21', '1'): np.float64(-0.13667473248265008), ('21', '19'): np.float64(-6.087108030288647), ('22', '13'): np.float64(-15.530925363009885), ('22', '24'): np.float64(-13.209701032620018), ('23', '4'): np.float64(-5.611750358148159), ('23', '5'): np.float64(-1.327114743632531), ('24', '12'): np.float64(-0.0016525339838430516), ('24', '13'): np.float64(-0.00022417261259716009)}"
14,40849.38682320529,False,97.91666666666666,"{('11', '9'): np.float64(-26.958382523411863), ('12', '13'): np.float64(-1.2769391654384223e-09), ('13', '12'): np.float64(-1.285238160426229e-09), ('21', '1'): np.float64(-0.23319096387866717), ('21', '7'): np.float64(-1.1227271043954374), ('21', '16'): np.float64(-3.963034403722041), ('21', '18'): np.float64(-0.5393719311700071), ('21', '20'): np.float64(-5.938087647908805), ('22', '13'): np.float64(-10.03966505320333), ('22', '24'): np.float64(-9.116332644795975), ('24', '12'): np.float64(-0.006263174250782468), ('24', '13'): np.float64(-0.0005070251579932779)}"
15,36531.63119552433,False,97.74305555555556,"{('9', '11'): np.float64(-0.05819545650512836), ('11', '9'): np.float64(-6.26094595100362), ('12', '13'): np.float64(-1.0277992753758712e-09), ('13', '12'): np.float64(-1.0375888197162705e-09), ('21', '1'): np.float64(-0.18390317475046267), ('21', '7'): np.float64(-2.8871847761925236), ('21', '16'): np.float64(-8.712574376669835), ('21', '18'): np.float64(-1.4251944224840054), ('21', '20'): np.float64(-17.02229651308828), ('22', '13'): np.float64(-2.791855880132145), ('22', '24'): np.float64(-3.5228199394751307), ('24', '12'): np.float64(-0.007672561076896697), ('24', '13'): np.float64(-0.0005072916856765433)}"
16,32703.51906303349,False,98.26388888888889,"{('9', '11'): np.float64(-19.38619888023907), ('12', '13'): np.float64(-7.749717928230913e-10), ('13', '12'): np.float64(-7.837700436158683e-10), ('21', '1'): np.float64(-0.0926556466883362), ('21', '7'): np.float64(-1.4680099671837863), ('21', '16'): np.float64(-4.05839823642378), ('21', '18'): np.float64(-0.7424085738286795), ('21', '20'): np.float64(-8.388359385667087), ('24', '12'): np.float64(-0.005282896813291552), ('24', '13'): np.float64(-0.000323171505708942)}"
17,29295.311260006943,False,98.61111111111111,"{('9', '11'): np.float64(-15.92351883845522), ('12', '13'): np.float64(-5.231823227291582e-10), ('13', '12'): np.float64(-5.319340340712498e-10), ('21', '1'): np.float64(-0.009014375827763321), ('21', '7'): np.float64(-0.10253473603023755), ('21', '18'): np.float64(-0.0666830160591887), ('24', '12'): np.float64(-0.0026653593888811113), ('24', '13'): np.float64(-0.00014657751631635366)}"
18,26260.101956794017,False,99.30555555555556,"{('9', '11'): np.float64(-4.749435668564516), ('12', '13'): np.float64(-2.782567826916564e-10), ('13', '12'): np.float64(-2.857467157729756e-10), ('24', '12'): np.float64(-0.0003688108681416547)}"
19,23544.4078987828,False,99.65277777777779,"{('12', '13'): np.float64(-4.435527514977034e-11), ('13', '12'): np.float64(-5.238166542944907e-11)}"
20,21116.10156332206,False,99.65277777777779,"{('15', '19'): np.float64(-0.0008417910190794459), ('22', '19'): np.float64(-2.0422804679078688)}"
21,18946.29394571952,False,99.65277777777779,"{('15', '19'): np.float64(-0.0010727195895237967), ('22', '19'): np.float64(-3.756114103157808)}"
22,17005.85330588832,False,99.30555555555556,"{('15', '19'): np.float64(-0.0006455652107105098), ('22', '7'): np.float64(-0.0923771909339548), ('22', '18'): np.float64(-0.02942521483642402), ('22', '19'): np.float64(-1.6219819622030824)}"
23,15272.574551352382,False,99.82638888888889,"{('15', '19'): np.float64(-0.00020563775583938137)}"
24,13722.148343255345,True,100.0,{}
25,12330.703032928019,True,100.0,{}
26,11080.272470163953,False,99.82638888888889,"{('10', '14'): np.float64(-0.8815451244445005)}"
27,9958.73929745465,False,99.82638888888889,"{('10', '14'): np.float64(-0.6780319120359155)}"
28,8953.419888905859,True,100.0,{}
29,8050.476011416838,True,100.0,{}
30,7239.318228010806,False,99.82638888888889,"{('23', '21'): np.float64(-0.3075071114939307)}"
31,6510.291220297242,False,99.82638888888889,"{('23', '21'): np.float64(-0.4006178421053961)}"
32,5854.508146984418,False,99.47916666666666,"{('13', '21'): np.float64(-0.0013186053813058346), ('23', '21'): np.float64(-0.08380031054446047), ('24', '21'): np.float64(-0.003382502482391629)}"
33,5264.840482500058,False,99.65277777777779,"{('13', '21'): np.float64(-0.05399544860078432), ('24', '21'): np.float64(-0.047102584680767765)}"
34,4736.030182179591,False,99.30555555555556,"{('12', '21'): np.float64(-0.006376171208725235), ('13', '21'): np.float64(-0.047013007188658695), ('19', '15'): np.float64(-2.0255447364407565e-05), ('24', '21'): np.float64(-0.03864864017684233)}"
35,4260.493353449762,False,99.30555555555556,"{('12', '21'): np.float64(-0.005581241565953174), ('13', '21'): np.float64(-0.016645584308502), ('19', '15'): np.float64(-5.139792635903723e-06), ('24', '21'): np.float64(-0.013350758363645097)}"
36,3833.120424149829,False,99.82638888888889,"{('21', '12'): np.float64(-0.0035831959385799455)}"
37,3449.1324345622497,False,99.47916666666666,"{('21', '12'): np.float64(-0.013023102160734941), ('21', '13'): np.float64(-0.020516744502393536), ('21', '24'): np.float64(-0.016558637525200686)}"
38,3103.88356552808,False,99.47916666666666,"{('21', '12'): np.float64(-0.008818341269730993), ('21', '13'): np.float64(-0.02627882522218368), ('21', '24'): np.float64(-0.021981972720312146)}"
39,2793.4682096126426,False,99.47916666666666,"{('21', '12'): np.float64(-0.0020096312531220385), ('21', '13'): np.float64(-0.01128536306271299), ('21', '24'): np.float64(-0.009606317147724475)}"
40,2514.0460362991944,True,100.0,{}
41,2262.5055218731127,True,100.0,{}
42,2036.0604949922333,True,100.0,{}
43,1832.47832982342,True,100.0,{}
44,1649.3878366870056,True,100.0,{}
45,1484.5901414689065,True,100.0,{}
46,1336.3268879588752,True,100.0,{}
47,1202.9048909756727,True,100.0,{}
48,1082.898821185357,True,100.0,{}
49,974.830580007537,True,100.0,{}
50,877.5074093727927,True,100.0,{}
51,789.8927641301667,True,100.0,{}
52,711.1130209520772,True,100.0,{}
53,640.2655068930519,True,100.0,{}
54,576.4696422950834,True,100.0,{}
55,519.0174816876253,True,100.0,{}
56,467.27066277005514,True,100.0,{}
57,420.6856066825383,True,100.0,{}
58,378.7347397974136,True,100.0,{}
59,340.9601134752938,True,100.0,{}
60,306.9510184311524,True,100.0,{}
61,276.3311385290525,True,100.0,{}
62,248.75970994418563,True,100.0,{}
63,223.93388739003123,True,100.0,{}
64,201.57958377546507,False,99.30555555555556,"{('18', '6'): np.float64(-0.00048379689999228153), ('18', '8'): np.float64(-0.0006363721510712281), ('20', '6'): np.float64(-0.0013891689229102895), ('20', '8'): np.float64(-0.0005484046268854487)}"
65,181.45211081241976,False,99.30555555555556,"{('18', '6'): np.float64(-0.002194400390498263), ('18', '8'): np.float64(-0.005953760088253421), ('20', '6'): np.float64(-0.006615946447202517), ('20', '8'): np.float64(-0.017429273593302937)}"
66,163.33804045852062,False,99.30555555555556,"{('18', '6'): np.float64(-0.002636836549745642), ('18', '8'): np.float64(-0.008490301370070922), ('20', '6'): np.float64(-0.007860318446661253), ('20', '8'): np.float64(-0.025208101906619117)}"
67,147.04248903833067,False,99.30555555555556,"{('18', '6'): np.float64(-0.001599347290564027), ('18', '8'): np.float64(-0.005166499877017649), ('20', '6'): np.float64(-0.004671218727989459), ('20', '8'): np.float64(-0.014638812807360702)}"
68,132.37129664852114,False,99.30555555555556,"{('18', '6'): np.float64(-0.0007122855808153867), ('18', '8'): np.float64(-0.002435145452332029), ('20', '6'): np.float64(-0.0019594372528267704), ('20', '8'): np.float64(-0.005964736949395425)}"
69,119.1637224880769,False,99.82638888888889,"{('18', '8'): np.float64(-0.00020934453216373862)}"
70,107.27208193047836,True,100.0,{}
71,96.56641131893936,True,100.0,{}
72,86.92875443149535,True,100.0,{}
73,78.25213709866408,False,99.82638888888889,"{('23', '6'): np.float64(-0.0018273343745940631)}"
74,70.44077589327411,False,98.95833333333334,"{('2', '20'): np.float64(-0.00027949974388536466), ('6', '18'): np.float64(-0.0004972948300688874), ('6', '20'): np.float64(-0.0013895627202031573), ('8', '18'): np.float64(-0.0013470883318370027), ('8', '20'): np.float64(-0.003846637500368566), ('23', '6'): np.float64(-0.004389769946873271)}"
