origin	dest	capacity	length	fft	alpha	beta	speedLimit
6	264	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
6	295	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
7	50	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
7	51	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
7	55	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
7	59	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
8	359	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
8	360	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
8	361	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
8	364	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
9	158	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
9	168	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
9	176	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
9	362	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
10	140	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
10	142	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
10	144	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
10	146	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
11	63	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
11	275	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
11	279	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
11	283	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
12	112	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
12	114	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
12	120	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
12	121	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
13	166	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
13	201	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
13	203	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
13	398	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
14	128	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
14	129	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
14	130	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
14	133	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
15	165	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
15	175	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
15	177	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
15	191	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
16	75	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
16	241	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
16	246	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
16	317	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
17	70	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
17	251	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
17	270	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
17	273	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
18	70	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
18	73	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
18	75	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
18	241	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
19	287	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
19	291	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
19	292	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
19	357	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
20	217	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
20	220	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
20	221	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
20	238	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
21	312	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
21	372	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
21	373	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
21	375	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
22	228	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
22	285	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
22	286	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
22	287	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
23	222	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
23	224	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
23	226	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
23	231	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
24	317	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
24	379	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
24	383	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
24	385	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
25	315	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
25	331	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
25	332	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
25	334	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
26	327	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
26	328	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
26	332	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
26	335	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
27	68	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
27	78	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
27	276	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
27	280	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
28	210	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
28	213	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
28	214	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
28	215	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
29	46	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
29	155	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
29	156	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
29	157	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
30	134	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
30	154	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
30	156	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
30	389	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
31	266	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
31	267	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
31	268	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
31	269	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
32	79	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
32	240	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
32	244	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
32	270	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
33	40	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
33	267	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
33	268	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
33	390	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
34	89	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
34	90	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
34	98	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
34	102	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
35	147	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
35	148	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
35	149	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
35	150	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
36	240	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
36	247	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
36	268	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
36	354	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
37	38	2400.0000000000	1.0000000000	0.3333330000	1.0000000000	4.000000	0.000000
37	375	2400.0000000000	142.0000000000	4.6666670000	1.0000000000	4.000000	0.000000
38	37	2400.0000000000	1.0000000000	0.3333330000	1.0000000000	4.000000	0.000000
40	33	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
40	390	2400.0000000000	24.0000000000	0.6666670000	1.0000000000	4.000000	0.000000
41	101	600.0000000000	315.0000000000	8.0000000000	1.0000000000	4.000000	0.000000
41	113	600.0000000000	240.0000000000	6.0000000000	1.0000000000	4.000000	0.000000
42	41	600.0000000000	196.0000000000	5.0000000000	1.0000000000	4.000000	0.000000
44	46	2800.0000000000	44.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
44	47	2800.0000000000	320.0000000000	18.3333330000	1.0000000000	4.000000	0.000000
45	46	2800.0000000000	321.0000000000	19.3333330000	1.0000000000	4.000000	0.000000
45	47	2800.0000000000	39.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
46	29	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
46	49	2800.0000000000	35.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
46	212	2800.0000000000	82.0000000000	2.0000000000	1.0000000000	4.000000	0.000000
47	66	2800.0000000000	23.0000000000	0.6666670000	1.0000000000	4.000000	0.000000
48	44	2800.0000000000	37.0000000000	1.6666670000	1.0000000000	4.000000	0.000000
49	48	2800.0000000000	43.0000000000	5.3333330000	1.0000000000	4.000000	0.000000
49	157	2400.0000000000	251.0000000000	6.3333330000	1.0000000000	4.000000	0.000000
50	7	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
50	51	2800.0000000000	126.0000000000	9.0000000000	1.0000000000	4.000000	0.000000
51	7	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
51	54	2400.0000000000	30.0000000000	1.0000000000	1.0000000000	4.000000	0.000000
51	58	2800.0000000000	51.0000000000	1.6666670000	1.0000000000	4.000000	0.000000
51	196	2400.0000000000	194.0000000000	9.3333330000	1.0000000000	4.000000	0.000000
52	54	2800.0000000000	92.0000000000	7.6666670000	1.0000000000	4.000000	0.000000
52	163	900.0000000000	125.0000000000	4.6666670000	1.0000000000	4.000000	0.000000
53	50	2800.0000000000	114.0000000000	3.3333330000	1.0000000000	4.000000	0.000000
54	51	2800.0000000000	30.0000000000	1.6666670000	1.0000000000	4.000000	0.000000
54	55	2800.0000000000	103.0000000000	3.6666670000	1.0000000000	4.000000	0.000000
54	163	900.0000000000	105.0000000000	3.0000000000	1.0000000000	4.000000	0.000000
55	7	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
55	59	2800.0000000000	139.0000000000	3.3333330000	1.0000000000	4.000000	0.000000
56	53	2800.0000000000	46.0000000000	1.0000000000	1.0000000000	4.000000	0.000000
57	64	2800.0000000000	272.0000000000	9.6666670000	1.0000000000	4.000000	0.000000
58	57	2800.0000000000	64.0000000000	1.6666670000	1.0000000000	4.000000	0.000000
59	7	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
59	60	2800.0000000000	48.0000000000	1.0000000000	1.0000000000	4.000000	0.000000
60	61	2800.0000000000	56.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
60	394	2800.0000000000	161.0000000000	3.6666670000	1.0000000000	4.000000	0.000000
61	172	600.0000000000	140.0000000000	4.0000000000	1.0000000000	4.000000	0.000000
61	393	2800.0000000000	106.0000000000	2.6666670000	1.0000000000	4.000000	0.000000
62	56	2800.0000000000	132.0000000000	2.6666670000	1.0000000000	4.000000	0.000000
63	11	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
63	52	2800.0000000000	301.0000000000	12.0000000000	1.0000000000	4.000000	0.000000
63	64	2800.0000000000	23.0000000000	0.6666670000	1.0000000000	4.000000	0.000000
63	348	900.0000000000	90.0000000000	2.6666670000	1.0000000000	4.000000	0.000000
64	65	2800.0000000000	16.0000000000	0.6666670000	1.0000000000	4.000000	0.000000
64	279	900.0000000000	339.0000000000	8.6666670000	1.0000000000	4.000000	0.000000
65	63	2800.0000000000	19.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
65	351	2800.0000000000	115.0000000000	3.3333330000	1.0000000000	4.000000	0.000000
66	67	2800.0000000000	36.0000000000	1.6666670000	1.0000000000	4.000000	0.000000
66	193	2400.0000000000	280.0000000000	8.6666670000	1.0000000000	4.000000	0.000000
67	45	2800.0000000000	22.0000000000	0.6666670000	1.0000000000	4.000000	0.000000
67	369	2800.0000000000	43.0000000000	1.0000000000	1.0000000000	4.000000	0.000000
68	27	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
68	100	600.0000000000	262.0000000000	10.6666670000	1.0000000000	4.000000	0.000000
69	314	2800.0000000000	133.0000000000	8.0000000000	1.0000000000	4.000000	0.000000
70	17	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
70	18	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
70	73	900.0000000000	103.0000000000	4.0000000000	1.0000000000	4.000000	0.000000
70	245	900.0000000000	77.0000000000	2.0000000000	1.0000000000	4.000000	0.000000
71	243	900.0000000000	189.0000000000	5.0000000000	1.0000000000	4.000000	0.000000
72	39	900.0000000000	304.0000000000	7.3333330000	1.0000000000	4.000000	0.000000
73	18	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
73	75	900.0000000000	348.0000000000	14.6666670000	1.0000000000	4.000000	0.000000
74	96	2400.0000000000	568.0000000000	30.3333330000	1.0000000000	4.000000	0.000000
75	16	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
75	18	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
75	70	900.0000000000	451.0000000000	11.3333330000	1.0000000000	4.000000	0.000000
75	317	900.0000000000	445.0000000000	11.0000000000	1.0000000000	4.000000	0.000000
76	79	900.0000000000	178.0000000000	15.3333330000	1.0000000000	4.000000	0.000000
77	69	2800.0000000000	137.0000000000	7.0000000000	1.0000000000	4.000000	0.000000
78	27	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
78	68	600.0000000000	253.0000000000	7.0000000000	1.0000000000	4.000000	0.000000
78	104	600.0000000000	236.0000000000	6.0000000000	1.0000000000	4.000000	0.000000
78	280	600.0000000000	85.0000000000	2.6666670000	1.0000000000	4.000000	0.000000
79	32	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
79	81	2400.0000000000	90.0000000000	6.6666670000	1.0000000000	4.000000	0.000000
79	251	900.0000000000	463.0000000000	14.0000000000	1.0000000000	4.000000	0.000000
79	273	2400.0000000000	285.0000000000	12.0000000000	1.0000000000	4.000000	0.000000
79	352	2400.0000000000	310.0000000000	10.0000000000	1.0000000000	4.000000	0.000000
80	76	900.0000000000	457.0000000000	14.6666670000	1.0000000000	4.000000	0.000000
80	82	900.0000000000	34.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
80	243	900.0000000000	66.0000000000	3.0000000000	1.0000000000	4.000000	0.000000
81	74	2400.0000000000	277.0000000000	18.3333330000	1.0000000000	4.000000	0.000000
81	79	2400.0000000000	90.0000000000	11.3333330000	1.0000000000	4.000000	0.000000
81	255	900.0000000000	188.0000000000	6.6666670000	1.0000000000	4.000000	0.000000
82	80	900.0000000000	34.0000000000	1.0000000000	1.0000000000	4.000000	0.000000
82	229	900.0000000000	43.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
83	97	2400.0000000000	65.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
83	100	2400.0000000000	96.0000000000	12.3333330000	1.0000000000	4.000000	0.000000
83	344	600.0000000000	198.0000000000	15.3333330000	1.0000000000	4.000000	0.000000
84	85	2400.0000000000	132.0000000000	9.6666670000	1.0000000000	4.000000	0.000000
85	87	2400.0000000000	197.0000000000	15.3333330000	1.0000000000	4.000000	0.000000
85	91	2400.0000000000	31.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
85	252	2400.0000000000	301.0000000000	6.3333330000	1.0000000000	4.000000	0.000000
86	87	600.0000000000	31.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
86	91	2400.0000000000	198.0000000000	10.6666670000	1.0000000000	4.000000	0.000000
86	344	600.0000000000	137.0000000000	15.3333330000	1.0000000000	4.000000	0.000000
87	86	600.0000000000	31.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
87	108	600.0000000000	174.0000000000	6.6666670000	1.0000000000	4.000000	0.000000
87	384	2400.0000000000	216.0000000000	6.6666670000	1.0000000000	4.000000	0.000000
88	85	2400.0000000000	100.0000000000	4.3333330000	1.0000000000	4.000000	0.000000
89	34	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
89	104	2400.0000000000	86.0000000000	2.6666670000	1.0000000000	4.000000	0.000000
90	34	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
90	94	2400.0000000000	165.0000000000	10.3333330000	1.0000000000	4.000000	0.000000
91	83	2400.0000000000	137.0000000000	8.6666670000	1.0000000000	4.000000	0.000000
91	85	2400.0000000000	31.0000000000	0.6666670000	1.0000000000	4.000000	0.000000
91	92	2400.0000000000	128.0000000000	4.6666670000	1.0000000000	4.000000	0.000000
92	95	2400.0000000000	132.0000000000	8.3333330000	1.0000000000	4.000000	0.000000
93	86	2400.0000000000	131.0000000000	13.3333330000	1.0000000000	4.000000	0.000000
94	84	2400.0000000000	128.0000000000	4.0000000000	1.0000000000	4.000000	0.000000
94	95	900.0000000000	38.0000000000	1.6666670000	1.0000000000	4.000000	0.000000
94	98	900.0000000000	192.0000000000	9.6666670000	1.0000000000	4.000000	0.000000
95	89	2400.0000000000	165.0000000000	5.0000000000	1.0000000000	4.000000	0.000000
95	94	900.0000000000	38.0000000000	2.0000000000	1.0000000000	4.000000	0.000000
96	88	2400.0000000000	75.0000000000	4.0000000000	1.0000000000	4.000000	0.000000
97	91	2400.0000000000	72.0000000000	1.6666670000	1.0000000000	4.000000	0.000000
98	34	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
98	250	900.0000000000	342.0000000000	17.3333330000	1.0000000000	4.000000	0.000000
99	100	2400.0000000000	102.0000000000	2.0000000000	1.0000000000	4.000000	0.000000
100	83	2400.0000000000	96.0000000000	2.0000000000	1.0000000000	4.000000	0.000000
100	106	600.0000000000	130.0000000000	4.3333330000	1.0000000000	4.000000	0.000000
100	320	2400.0000000000	392.0000000000	19.0000000000	1.0000000000	4.000000	0.000000
100	343	600.0000000000	201.0000000000	9.0000000000	1.0000000000	4.000000	0.000000
101	103	600.0000000000	213.0000000000	15.0000000000	1.0000000000	4.000000	0.000000
101	392	600.0000000000	122.0000000000	3.0000000000	1.0000000000	4.000000	0.000000
102	34	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
102	94	900.0000000000	297.0000000000	19.0000000000	1.0000000000	4.000000	0.000000
103	101	600.0000000000	213.0000000000	5.3333330000	1.0000000000	4.000000	0.000000
103	117	900.0000000000	38.0000000000	1.6666670000	1.0000000000	4.000000	0.000000
103	137	900.0000000000	78.0000000000	2.3333330000	1.0000000000	4.000000	0.000000
104	281	2400.0000000000	196.0000000000	9.0000000000	1.0000000000	4.000000	0.000000
105	78	600.0000000000	202.0000000000	5.0000000000	1.0000000000	4.000000	0.000000
106	78	600.0000000000	385.0000000000	11.0000000000	1.0000000000	4.000000	0.000000
107	87	600.0000000000	100.0000000000	2.3333330000	1.0000000000	4.000000	0.000000
108	107	600.0000000000	74.0000000000	2.0000000000	1.0000000000	4.000000	0.000000
108	385	600.0000000000	124.0000000000	3.6666670000	1.0000000000	4.000000	0.000000
109	90	2400.0000000000	83.0000000000	2.0000000000	1.0000000000	4.000000	0.000000
110	118	900.0000000000	106.0000000000	3.6666670000	1.0000000000	4.000000	0.000000
111	110	900.0000000000	150.0000000000	5.3333330000	1.0000000000	4.000000	0.000000
111	119	900.0000000000	51.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
111	133	900.0000000000	274.0000000000	16.0000000000	1.0000000000	4.000000	0.000000
111	396	900.0000000000	291.0000000000	8.6666670000	1.0000000000	4.000000	0.000000
112	12	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
112	113	900.0000000000	178.0000000000	4.3333330000	1.0000000000	4.000000	0.000000
113	42	600.0000000000	44.0000000000	1.0000000000	1.0000000000	4.000000	0.000000
113	114	900.0000000000	202.0000000000	8.3333330000	1.0000000000	4.000000	0.000000
113	125	900.0000000000	128.0000000000	4.0000000000	1.0000000000	4.000000	0.000000
114	12	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
114	120	900.0000000000	53.0000000000	2.3333330000	1.0000000000	4.000000	0.000000
114	121	900.0000000000	51.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
115	41	600.0000000000	40.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
115	113	600.0000000000	191.0000000000	6.6666670000	1.0000000000	4.000000	0.000000
115	116	600.0000000000	172.0000000000	6.6666670000	1.0000000000	4.000000	0.000000
116	118	600.0000000000	235.0000000000	13.6666670000	1.0000000000	4.000000	0.000000
117	103	900.0000000000	38.0000000000	2.3333330000	1.0000000000	4.000000	0.000000
117	115	600.0000000000	477.0000000000	17.0000000000	1.0000000000	4.000000	0.000000
117	118	900.0000000000	256.0000000000	6.6666670000	1.0000000000	4.000000	0.000000
118	111	900.0000000000	256.0000000000	11.6666670000	1.0000000000	4.000000	0.000000
118	115	600.0000000000	407.0000000000	19.0000000000	1.0000000000	4.000000	0.000000
118	117	900.0000000000	256.0000000000	11.3333330000	1.0000000000	4.000000	0.000000
119	120	900.0000000000	156.0000000000	6.6666670000	1.0000000000	4.000000	0.000000
120	12	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
120	111	900.0000000000	207.0000000000	15.6666670000	1.0000000000	4.000000	0.000000
120	126	900.0000000000	61.0000000000	1.6666670000	1.0000000000	4.000000	0.000000
121	12	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
121	126	900.0000000000	22.0000000000	0.6666670000	1.0000000000	4.000000	0.000000
122	123	900.0000000000	147.0000000000	4.3333330000	1.0000000000	4.000000	0.000000
122	129	2400.0000000000	371.0000000000	27.3333330000	1.0000000000	4.000000	0.000000
122	213	900.0000000000	195.0000000000	7.0000000000	1.0000000000	4.000000	0.000000
122	350	2400.0000000000	374.0000000000	10.6666670000	1.0000000000	4.000000	0.000000
123	132	900.0000000000	43.0000000000	1.3333330000	1.0000000000	4.000000	0.000000
124	125	900.0000000000	87.0000000000	5.3333330000	1.0000000000	4.000000	0.000000
125	113	900.0000000000	128.0000000000	6.3333330000	1.0000000000	4.000000	0.000000
125	122	900.0000000000	299.0000000000	21.3333330000	1.0000000000	4.000000	0.000000
126	127	900.0000000000	24.0000000000	2.0000000000	1.0000000000	4.000000	0.000000
127	124	900.0000000000	93.0000000000	3.3333330000	1.0000000000	4.000000	0.000000
128	14	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000
128	129	2400.0000000000	165.0000000000	11.0000000000	1.0000000000	4.000000	0.000000
