origin	dest	capacity	length	fft	alpha	beta	speedLimit
43	303	5400	4066	1.540151515	0.15	4	2640
43	304	5400	4066	1.540151515	0.15	4	2640
44	308	5400	2640	1	0.15	4	2640
44	337	5400	7920	3	0.15	4	2640
45	340	5400	2640	1	0.15	4	2640
45	341	5400	2640	1	0.15	4	2640
46	329	5400	2640	1	0.15	4	2640
46	330	5400	2640	1	0.15	4	2640
47	332	5400	2429	0.920075758	0.15	4	2640
47	333	5400	2482	0.940151515	0.15	4	2640
48	337	5400	2640	1	0.15	4	2640
48	361	5400	2640	1	0.15	4	2640
49	369	5400	2640	1	0.15	4	2640
49	385	5400	2640	1	0.15	4	2640
50	373	5400	2640	1	0.15	4	2640
50	389	5400	2640	1	0.15	4	2640
51	378	5400	2640	1	0.15	4	2640
51	394	5400	2640	1	0.15	4	2640
52	401	5400	2640	1	0.15	4	2640
52	402	5400	2640	1	0.15	4	2640
53	406	5400	2851	1.079924242	0.15	4	2640
53	407	5400	2798	1.059848485	0.15	4	2640
54	56	9000	1320	0.333333333	0.15	4	3960
54	230	9000	1320	0.333333333	0.15	4	3960
55	59	9000	1320	0.333333333	0.15	4	3960
56	102	9000	1320	0.333333333	0.15	4	3960
57	54	9000	1320	0.333333333	0.15	4	3960
57	235	9000	1320	0.333333333	0.15	4	3960
58	137	9000	1320	0.333333333	0.15	4	3960
58	145	9000	1320	0.333333333	0.15	4	3960
59	146	9000	1320	0.333333333	0.15	4	3960
60	102	9000	1320	0.333333333	0.15	4	3960
60	230	9000	1320	0.333333333	0.15	4	3960
61	136	9000	1320	0.333333333	0.15	4	3960
62	2	9000	5280	1.090458488	0.15	4	4842
63	62	7200	5280	1.090458488	0.15	4	4842
64	63	7200	2640	0.545229244	0.15	4	4842
64	189	7200	1320	0.333333333	0.15	4	3960
65	64	7200	1690	0.349029327	0.15	4	4842
66	65	7200	1109	0.229037588	0.15	4	4842
67	66	7200	1320	0.272614622	0.15	4	4842
67	260	1800	1320	0.5	0.15	4	2640
68	67	7200	8501	1.755679471	0.15	4	4842
69	68	7200	1320	0.272614622	0.15	4	4842
69	258	1800	1320	0.5	0.15	4	2640
70	69	7200	6811	1.406650145	0.15	4	4842
71	70	7200	1320	0.272614622	0.15	4	4842
71	255	1800	1320	0.5	0.15	4	2640
72	71	7200	1320	0.272614622	0.15	4	4842
73	72	7200	2270	0.468814539	0.15	4	4842
73	141	7200	1320	0.333333333	0.15	4	3960
74	73	7200	5280	1.090458488	0.15	4	4842
75	3	9000	5280	1.090458488	0.15	4	4842
76	75	7200	5280	1.090458488	0.15	4	4842
77	76	7200	2270	0.468814539	0.15	4	4842
77	141	7200	1320	0.333333333	0.15	4	3960
78	77	7200	1320	0.272614622	0.15	4	4842
79	78	7200	1320	0.272614622	0.15	4	4842
79	256	1800	1320	0.5	0.15	4	2640
80	79	7200	6811	1.406650145	0.15	4	4842
81	80	7200	1320	0.272614622	0.15	4	4842
81	259	1800	1320	0.5	0.15	4	2640
82	81	7200	8501	1.755679471	0.15	4	4842
83	82	7200	1320	0.272614622	0.15	4	4842
83	261	1800	1320	0.5	0.15	4	2640
84	83	7200	1109	0.229037588	0.15	4	4842
85	84	7200	1690	0.349029327	0.15	4	4842
86	85	7200	2640	0.545229244	0.15	4	4842
86	189	7200	1320	0.333333333	0.15	4	3960
87	86	7200	5280	1.090458488	0.15	4	4842
88	1	9000	5280	1.090458488	0.15	4	4842
89	88	7200	5280	1.090458488	0.15	4	4842
90	89	7200	1320	0.272614622	0.15	4	4842
90	293	1800	1320	0.5	0.15	4	2640
91	90	7200	1109	0.229037588	0.15	4	4842
92	91	7200	1531	0.316191656	0.15	4	4842
93	92	7200	1690	0.349029327	0.15	4	4842
93	183	7200	1320	0.333333333	0.15	4	3960
93	195	7200	1320	0.333333333	0.15	4	3960
94	93	7200	3379	0.697852127	0.15	4	4842
95	94	7200	1320	0.272614622	0.15	4	4842
95	290	1800	1320	0.5	0.15	4	2640
96	95	7200	6019	1.243081371	0.15	4	4842
97	96	7200	1320	0.272614622	0.15	4	4842
97	288	1800	1320	0.5	0.15	4	2640
98	97	7200	3010	0.621643949	0.15	4	4842
99	98	7200	1320	0.272614622	0.15	4	4842
99	283	1800	1320	0.5	0.15	4	2640
100	99	7200	1901	0.392606361	0.15	4	4842
101	100	7200	1320	0.272614622	0.15	4	4842
101	278	1800	1320	0.5	0.15	4	2640
102	101	7200	3749	0.774266832	0.15	4	4842
103	59	9000	1320	0.333333333	0.15	4	3960
103	61	9000	1320	0.333333333	0.15	4	3960
103	237	9000	1320	0.333333333	0.15	4	3960
104	103	7200	3749	0.774266832	0.15	4	4842
105	104	7200	1320	0.272614622	0.15	4	4842
105	279	1800	1320	0.5	0.15	4	2640
106	105	7200	1901	0.392606361	0.15	4	4842
107	106	7200	1320	0.272614622	0.15	4	4842
107	284	1800	1320	0.5	0.15	4	2640
108	107	7200	3010	0.621643949	0.15	4	4842
109	108	7200	1320	0.272614622	0.15	4	4842
109	289	1800	1320	0.5	0.15	4	2640
110	109	7200	6019	1.243081371	0.15	4	4842
111	110	7200	1320	0.272614622	0.15	4	4842
111	291	1800	1320	0.5	0.15	4	2640
112	111	7200	3379	0.697852127	0.15	4	4842
113	112	7200	1690	0.349029327	0.15	4	4842
113	183	7200	1320	0.333333333	0.15	4	3960
113	195	7200	1320	0.333333333	0.15	4	3960
114	113	7200	1531	0.316191656	0.15	4	4842
115	114	7200	1109	0.229037588	0.15	4	4842
116	115	7200	1320	0.272614622	0.15	4	4842
116	294	1800	1320	0.5	0.15	4	2640
117	116	7200	5280	1.090458488	0.15	4	4842
118	5	9000	5280	1.090458488	0.15	4	4842
119	118	7200	5280	1.090458488	0.15	4	4842
120	119	7200	1320	0.272614622	0.15	4	4842
120	400	1800	1320	0.5	0.15	4	2640
121	120	7200	2640	0.545229244	0.15	4	4842
122	121	7200	3010	0.621643949	0.15	4	4842
123	122	7200	1320	0.272614622	0.15	4	4842
123	382	1800	1320	0.5	0.15	4	2640
124	123	7200	4171	0.8614209	0.15	4	4842
125	124	7200	1320	0.272614622	0.15	4	4842
125	366	1800	1320	0.5	0.15	4	2640
126	125	7200	4171	0.8614209	0.15	4	4842
127	126	7200	1320	0.272614622	0.15	4	4842
127	350	1800	1320	0.5	0.15	4	2640
128	127	7200	3010	0.621643949	0.15	4	4842
129	128	7200	1531	0.316191656	0.15	4	4842
130	129	7200	1320	0.272614622	0.15	4	4842
130	324	1800	1320	0.5	0.15	4	2640
131	130	7200	4171	0.8614209	0.15	4	4842
132	131	7200	1531	0.316191656	0.15	4	4842
132	314	1800	1320	0.5	0.15	4	2640
133	132	7200	2270	0.468814539	0.15	4	4842
134	133	7200	1690	0.349029327	0.15	4	4842
135	134	7200	1320	0.272614622	0.15	4	4842
135	298	1800	1320	0.5	0.15	4	2640
136	135	7200	739	0.152622883	0.15	4	4842
137	136	7200	3062	0.632383313	0.15	4	4842
138	60	9000	1320	0.333333333	0.15	4	3960
138	137	7200	634	0.130937629	0.15	4	4842
138	236	9000	1320	0.333333333	0.15	4	3960
139	138	7200	5280	1.090458488	0.15	4	4842
140	139	7200	1320	0.272614622	0.15	4	4842
140	265	1800	1320	0.5	0.15	4	2640
141	140	7200	4541	0.937835605	0.15	4	4842
142	72	7200	1320	0.333333333	0.15	4	3960
142	76	7200	1320	0.333333333	0.15	4	3960
143	142	7200	4541	0.937835605	0.15	4	4842
144	143	7200	1320	0.272614622	0.15	4	4842
144	264	1800	1320	0.5	0.15	4	2640
145	144	7200	4330	0.894258571	0.15	4	4842
146	145	7200	581	0.119991739	0.15	4	4842
147	57	9000	1320	0.333333333	0.15	4	3960
147	146	7200	3696	0.763320942	0.15	4	4842
148	147	7200	1109	0.229037588	0.15	4	4842
149	148	7200	1320	0.272614622	0.15	4	4842
149	297	1800	1320	0.5	0.15	4	2640
150	149	7200	1690	0.349029327	0.15	4	4842
151	150	7200	1109	0.229037588	0.15	4	4842
152	151	7200	3010	0.621643949	0.15	4	4842
152	310	1800	1320	0.5	0.15	4	2640
153	152	7200	3379	0.697852127	0.15	4	4842
154	153	7200	1320	0.272614622	0.15	4	4842
154	323	1800	1320	0.5	0.15	4	2640
155	154	7200	1531	0.316191656	0.15	4	4842
156	155	7200	3010	0.621643949	0.15	4	4842
157	156	7200	1320	0.272614622	0.15	4	4842
157	349	1800	1320	0.5	0.15	4	2640
158	157	7200	4171	0.8614209	0.15	4	4842
159	158	7200	1320	0.272614622	0.15	4	4842
159	365	1800	1320	0.5	0.15	4	2640
160	159	7200	4171	0.8614209	0.15	4	4842
161	160	7200	1320	0.272614622	0.15	4	4842
161	381	1800	1320	0.5	0.15	4	2640
162	161	7200	3010	0.621643949	0.15	4	4842
163	162	7200	2640	0.545229244	0.15	4	4842
164	163	7200	1320	0.272614622	0.15	4	4842
164	399	1800	1320	0.5	0.15	4	2640
165	164	7200	5280	1.090458488	0.15	4	4842
166	6	9000	5280	1.090458488	0.15	4	4842
167	166	7200	5280	1.090458488	0.15	4	4842
168	167	7200	1320	0.272614622	0.15	4	4842
168	409	1800	1320	0.5	0.15	4	2640
169	168	7200	3749	0.774266832	0.15	4	4842
170	169	7200	1690	0.349029327	0.15	4	4842
171	170	7200	317	0.065468815	0.15	4	4842
171	216	7200	1320	0.333333333	0.15	4	3960
172	171	7200	1373	0.283560512	0.15	4	4842
172	393	1800	1320	0.5	0.15	4	2640
173	172	7200	2429	0.50165221	0.15	4	4842
174	173	7200	1109	0.229037588	0.15	4	4842
175	174	7200	1320	0.272614622	0.15	4	4842
175	377	1800	1320	0.5	0.15	4	2640
176	175	7200	3960	0.817843866	0.15	4	4842
177	176	7200	1320	0.272614622	0.15	4	4842
177	360	1800	1320	0.5	0.15	4	2640
178	177	7200	3960	0.817843866	0.15	4	4842
179	178	7200	1320	0.272614622	0.15	4	4842
179	336	1800	1320	0.5	0.15	4	2640
180	179	7200	9240	1.908302354	0.15	4	4842
181	180	7200	1320	0.272614622	0.15	4	4842
181	307	1800	1320	0.5	0.15	4	2640
182	181	7200	739	0.152622883	0.15	4	4842
183	182	7200	1901	0.392606361	0.15	4	4842
184	92	7200	1320	0.333333333	0.15	4	3960
184	112	7200	1320	0.333333333	0.15	4	3960
184	183	7200	1901	0.392606361	0.15	4	4842
185	184	7200	3590	0.741429162	0.15	4	4842
186	185	7200	1901	0.392606361	0.15	4	4842
187	186	7200	1320	0.272614622	0.15	4	4842
187	272	1800	1320	0.5	0.15	4	2640
188	187	7200	4330	0.894258571	0.15	4	4842
189	188	7200	3749	0.774266832	0.15	4	4842
190	63	7200	1320	0.333333333	0.15	4	3960
190	85	7200	1320	0.333333333	0.15	4	3960
191	190	7200	3749	0.774266832	0.15	4	4842
192	191	7200	4330	0.894258571	0.15	4	4842
193	192	7200	1320	0.272614622	0.15	4	4842
193	271	1800	1320	0.5	0.15	4	2640
194	193	7200	1901	0.392606361	0.15	4	4842
195	194	7200	3590	0.741429162	0.15	4	4842
196	92	7200	1320	0.333333333	0.15	4	3960
196	112	7200	1320	0.333333333	0.15	4	3960
196	195	7200	1901	0.392606361	0.15	4	4842
197	196	7200	1901	0.392606361	0.15	4	4842
198	197	7200	739	0.152622883	0.15	4	4842
199	198	7200	1320	0.272614622	0.15	4	4842
199	306	1800	1320	0.5	0.15	4	2640
200	199	7200	9240	1.908302354	0.15	4	4842
201	200	7200	1320	0.272614622	0.15	4	4842
201	335	1800	1320	0.5	0.15	4	2640
202	201	7200	3960	0.817843866	0.15	4	4842
203	202	7200	1320	0.272614622	0.15	4	4842
203	359	1800	1320	0.5	0.15	4	2640
204	203	7200	3960	0.817843866	0.15	4	4842
205	204	7200	1320	0.272614622	0.15	4	4842
205	376	1800	1320	0.5	0.15	4	2640
206	205	7200	1109	0.229037588	0.15	4	4842
207	206	7200	2429	0.50165221	0.15	4	4842
208	207	7200	1373	0.283560512	0.15	4	4842
209	208	7200	317	0.065468815	0.15	4	4842
209	392	1800	1320	0.5	0.15	4	2640
210	209	7200	1690	0.349029327	0.15	4	4842
210	250	7200	1320	0.333333333	0.15	4	3960
211	210	7200	3749	0.774266832	0.15	4	4842
212	211	7200	1320	0.272614622	0.15	4	4842
212	408	1800	1320	0.5	0.15	4	2640
213	212	7200	5280	1.090458488	0.15	4	4842
214	7	9000	5280	1.090458488	0.15	4	4842
215	214	9000	5280	1.090458488	0.15	4	4842
216	215	9000	1901	0.392606361	0.15	4	4842
217	169	7200	1320	0.333333333	0.15	4	3960
217	216	9000	2851	0.588806278	0.15	4	4842
218	217	9000	1373	0.283560512	0.15	4	4842
218	392	1800	1320	0.5	0.15	4	2640
219	218	9000	3749	0.774266832	0.15	4	4842
220	219	9000	2429	0.50165221	0.15	4	4842
220	363	1800	1320	0.5	0.15	4	2640
221	220	9000	5650	1.166873193	0.15	4	4842
222	221	9000	1531	0.316191656	0.15	4	4842
223	222	9000	2059	0.425237505	0.15	4	4842
223	346	1800	1320	0.5	0.15	4	2640
224	223	9000	4699	0.970466749	0.15	4	4842
225	224	9000	3010	0.621643949	0.15	4	4842
225	330	1800	1320	0.5	0.15	4	2640
226	225	9000	4541	0.937835605	0.15	4	4842
227	226	9000	1901	0.392606361	0.15	4	4842
227	311	1800	1320	0.5	0.15	4	2640
228	227	9000	5280	1.090458488	0.15	4	4842
229	228	9000	2270	0.468814539	0.15	4	4842
229	277	1800	1320	0.5	0.15	4	2640
230	229	9000	581	0.119991739	0.15	4	4842
231	56	9000	1320	0.333333333	0.15	4	3960
231	230	9000	1426	0.294506402	0.15	4	4842
232	58	9000	1320	0.333333333	0.15	4	3960
232	231	9000	1531	0.316191656	0.15	4	4842
233	232	9000	5280	1.090458488	0.15	4	4842
234	4	9000	5280	1.090458488	0.15	4	4842
235	234	9000	5280	1.090458488	0.15	4	4842
236	235	9000	581	0.119991739	0.15	4	4842
237	236	9000	1214	0.250722842	0.15	4	4842
238	55	9000	1320	0.333333333	0.15	4	3960
238	61	9000	1320	0.333333333	0.15	4	3960
238	237	9000	1109	0.229037588	0.15	4	4842
239	238	9000	1109	0.229037588	0.15	4	4842
240	239	9000	2270	0.468814539	0.15	4	4842
240	299	1800	1320	0.5	0.15	4	2640
241	240	9000	4541	0.937835605	0.15	4	4842
242	241	9000	3010	0.621643949	0.15	4	4842
242	317	1800	1320	0.5	0.15	4	2640
243	242	9000	4541	0.937835605	0.15	4	4842
244	243	9000	1901	0.392606361	0.15	4	4842
244	339	1800	1320	0.5	0.15	4	2640
245	244	9000	5069	1.046881454	0.15	4	4842
246	245	9000	3010	0.621643949	0.15	4	4842
246	347	1800	1320	0.5	0.15	4	2640
247	246	9000	5650	1.166873193	0.15	4	4842
248	247	9000	1901	0.392606361	0.15	4	4842
248	374	1800	1320	0.5	0.15	4	2640
249	248	9000	4330	0.894258571	0.15	4	4842
250	249	9000	1742	0.359768691	0.15	4	4842
251	250	9000	264	0.054522924	0.15	4	4842
251	391	1800	1320	0.5	0.15	4	2640
252	208	7200	1320	0.333333333	0.15	4	3960
252	251	9000	2534	0.523337464	0.15	4	4842
253	252	9000	5280	1.090458488	0.15	4	4842
254	15	5400	2640	1	0.15	4	2640
254	255	5400	5280	2	0.15	4	2640
255	70	1800	1320	0.5	0.15	4	2640
255	254	5400	5280	2	0.15	4	2640
255	256	5400	1320	0.5	0.15	4	2640
256	78	1800	1320	0.5	0.15	4	2640
256	255	5400	1320	0.5	0.15	4	2640
256	266	5400	5069	1.920075758	0.15	4	2640
257	14	5400	2640	1	0.15	4	2640
257	258	5400	5280	2	0.15	4	2640
258	68	1800	1320	0.5	0.15	4	2640
258	257	5400	5280	2	0.15	4	2640
258	259	5400	1320	0.5	0.15	4	2640
259	80	1800	1320	0.5	0.15	4	2640
259	258	5400	1320	0.5	0.15	4	2640
259	267	5400	5069	1.920075758	0.15	4	2640
260	66	1800	1320	0.5	0.15	4	2640
260	261	5400	1320	0.5	0.15	4	2640
261	82	1800	1320	0.5	0.15	4	2640
261	260	5400	1320	0.5	0.15	4	2640
261	269	5400	4910	1.859848485	0.15	4	2640
262	13	5400	2640	1	0.15	4	2640
262	273	5400	5280	2	0.15	4	2640
263	16	5400	2640	1	0.15	4	2640
263	264	5400	5280	2	0.15	4	2640
264	143	1800	1320	0.5	0.15	4	2640
264	263	5400	5280	2	0.15	4	2640
264	265	5400	1320	0.5	0.15	4	2640
265	139	1800	1320	0.5	0.15	4	2640
265	264	5400	1320	0.5	0.15	4	2640
265	266	5400	2640	1	0.15	4	2640
266	24	12600	1320	0.149068323	0.15	4	8855
266	39	5400	3854	1.459848485	0.15	4	2640
266	256	5400	5069	1.920075758	0.15	4	2640
266	265	5400	2640	1	0.15	4	2640
266	277	5400	9451	3.579924242	0.15	4	2640
267	24	12600	1320	0.149068323	0.15	4	8855
267	39	5400	3854	1.459848485	0.15	4	2640
267	259	5400	5069	1.920075758	0.15	4	2640
267	268	5400	2640	1	0.15	4	2640
267	281	5400	4330	1.640151515	0.15	4	2640
268	25	12600	1320	0.149068323	0.15	4	8855
268	40	5400	3485	1.320075758	0.15	4	2640
268	267	5400	2640	1	0.15	4	2640
268	287	5400	4541	1.720075758	0.15	4	2640
269	25	12600	1320	0.149068323	0.15	4	8855
269	40	5400	3485	1.320075758	0.15	4	2640
269	261	5400	4910	1.859848485	0.15	4	2640
269	270	5400	2640	1	0.15	4	2640
269	290	5400	6600	2.5	0.15	4	2640
270	269	5400	2640	1	0.15	4	2640
270	271	5400	1531	0.579924242	0.15	4	2640
271	192	1800	1320	0.5	0.15	4	2640
271	270	5400	1531	0.579924242	0.15	4	2640
271	272	5400	1320	0.5	0.15	4	2640
272	186	1800	1320	0.5	0.15	4	2640
272	271	5400	1320	0.5	0.15	4	2640
272	273	5400	6019	2.279924242	0.15	4	2640
273	26	12600	1320	0.149068323	0.15	4	8855
273	41	5400	2640	1	0.15	4	2640
273	262	5400	5280	2	0.15	4	2640
273	272	5400	739	0.279924242	0.15	4	2640
273	292	5400	5280	2	0.15	4	2640
274	26	12600	1320	0.149068323	0.15	4	8855
274	41	5400	2640	1	0.15	4	2640
274	275	5400	5280	2	0.15	4	2640
274	293	5400	3749	1.420075758	0.15	4	2640
275	12	5400	2640	1	0.15	4	2640
275	274	5400	5280	2	0.15	4	2640
276	17	5400	2640	1	0.15	4	2640
276	296	5400	5280	2	0.15	4	2640
277	228	1800	1320	0.5	0.15	4	2640
277	266	5400	9451	3.579924242	0.15	4	2640
277	299	5400	1901	0.720075758	0.15	4	2640
278	100	1800	1320	0.5	0.15	4	2640
278	279	5400	1320	0.5	0.15	4	2640
279	104	1800	1320	0.5	0.15	4	2640
279	278	5400	1320	0.5	0.15	4	2640
279	280	5400	1109	0.420075758	0.15	4	2640
280	279	5400	1109	0.420075758	0.15	4	2640
280	300	5400	1109	0.420075758	0.15	4	2640
281	267	5400	4330	1.640151515	0.15	4	2640
281	282	5400	1531	0.579924242	0.15	4	2640
282	281	5400	1531	0.579924242	0.15	4	2640
282	283	5400	950	0.359848485	0.15	4	2640
283	98	1800	1320	0.5	0.15	4	2640
283	282	5400	950	0.359848485	0.15	4	2640
283	284	5400	1320	0.5	0.15	4	2640
284	106	1800	1320	0.5	0.15	4	2640
284	283	5400	1320	0.5	0.15	4	2640
284	285	5400	739	0.279924242	0.15	4	2640
285	284	5400	739	0.279924242	0.15	4	2640
285	286	5400	1531	0.579924242	0.15	4	2640
286	285	5400	1531	0.579924242	0.15	4	2640
286	302	5400	1109	0.420075758	0.15	4	2640
287	268	5400	4541	1.720075758	0.15	4	2640
287	288	5400	1901	0.720075758	0.15	4	2640
288	96	1800	1320	0.5	0.15	4	2640
288	287	5400	1901	0.720075758	0.15	4	2640
288	289	5400	1320	0.5	0.15	4	2640
289	108	1800	1320	0.5	0.15	4	2640
289	288	5400	1320	0.5	0.15	4	2640
289	303	5400	3221	1.220075758	0.15	4	2640
290	94	1800	1320	0.5	0.15	4	2640
290	269	5400	6600	2.5	0.15	4	2640
290	291	5400	1320	0.5	0.15	4	2640
291	110	1800	1320	0.5	0.15	4	2640
291	290	5400	1320	0.5	0.15	4	2640
291	304	5400	3379	1.279924242	0.15	4	2640
292	273	5400	5280	2	0.15	4	2640
292	305	5400	4910	1.859848485	0.15	4	2640
293	89	1800	1320	0.5	0.15	4	2640
293	274	5400	3749	1.420075758	0.15	4	2640
293	294	5400	1320	0.5	0.15	4	2640
294	115	1800	1320	0.5	0.15	4	2640
294	293	5400	1320	0.5	0.15	4	2640
294	295	5400	739	0.279924242	0.15	4	2640
295	294	5400	739	0.279924242	0.15	4	2640
295	308	5400	1901	0.720075758	0.15	4	2640
296	276	5400	5280	2	0.15	4	2640
296	297	5400	1109	0.420075758	0.15	4	2640
296	310	5400	4171	1.579924242	0.15	4	2640
297	148	1800	1320	0.5	0.15	4	2640
297	296	5400	1109	0.420075758	0.15	4	2640
297	298	5400	1320	0.5	0.15	4	2640
298	134	1800	1320	0.5	0.15	4	2640
298	297	5400	1320	0.5	0.15	4	2640
298	299	5400	3010	1.140151515	0.15	4	2640
299	239	1800	1320	0.5	0.15	4	2640
299	277	5400	1901	0.720075758	0.15	4	2640
299	298	5400	3010	1.140151515	0.15	4	2640
299	300	5400	2640	1	0.15	4	2640
299	315	5400	5069	1.920075758	0.15	4	2640
300	280	5400	1109	0.420075758	0.15	4	2640
300	299	5400	2640	1	0.15	4	2640
300	301	5400	1320	0.5	0.15	4	2640
300	316	5400	5069	1.920075758	0.15	4	2640
301	300	5400	1320	0.5	0.15	4	2640
301	302	5400	1320	0.5	0.15	4	2640
302	27	12600	1320	0.149068323	0.15	4	8855
302	42	5400	2640	1	0.15	4	2640
302	286	5400	1109	0.420075758	0.15	4	2640
302	301	5400	1320	0.5	0.15	4	2640
302	311	5400	3010	1.140151515	0.15	4	2640
303	27	12600	1320	0.149068323	0.15	4	8855
303	28	12600	1320	0.149068323	0.15	4	8855
303	42	5400	2640	1	0.15	4	2640
303	43	5400	4066	1.540151515	0.15	4	2640
303	289	5400	3221	1.220075758	0.15	4	2640
303	319	5400	5650	2.140151515	0.15	4	2640
304	28	12600	1320	0.149068323	0.15	4	8855
304	43	5400	4066	1.540151515	0.15	4	2640
304	291	5400	3379	1.279924242	0.15	4	2640
304	305	5400	2429	0.920075758	0.15	4	2640
304	312	5400	739	0.279924242	0.15	4	2640
305	292	5400	4910	1.859848485	0.15	4	2640
305	304	5400	2429	0.920075758	0.15	4	2640
305	306	5400	1901	0.720075758	0.15	4	2640
305	321	5400	8659	3.279924242	0.15	4	2640
306	198	1800	1320	0.5	0.15	4	2640
306	305	5400	1901	0.720075758	0.15	4	2640
306	307	5400	1320	0.5	0.15	4	2640
307	180	1800	1320	0.5	0.15	4	2640
307	306	5400	1320	0.5	0.15	4	2640
307	308	5400	1320	0.5	0.15	4	2640
308	29	12600	1320	0.149068323	0.15	4	8855
308	44	5400	2640	1	0.15	4	2640
308	295	5400	1901	0.720075758	0.15	4	2640
308	307	5400	1320	0.5	0.15	4	2640
308	309	5400	5280	2	0.15	4	2640
309	11	5400	2640	1	0.15	4	2640
309	308	5400	5280	2	0.15	4	2640
310	151	1800	1320	0.5	0.15	4	2640
310	296	5400	4171	1.579924242	0.15	4	2640
310	313	5400	739	0.279924242	0.15	4	2640
311	226	1800	1320	0.5	0.15	4	2640
311	302	5400	3010	1.140151515	0.15	4	2640
311	317	5400	1901	0.720075758	0.15	4	2640
312	304	5400	739	0.279924242	0.15	4	2640
312	320	5400	7181	2.720075758	0.15	4	2640
313	310	5400	739	0.279924242	0.15	4	2640
313	314	5400	2059	0.779924242	0.15	4	2640
313	325	5400	4541	1.720075758	0.15	4	2640
314	131	1800	1320	0.5	0.15	4	2640
314	313	5400	739	0.279924242	0.15	4	2640
314	315	5400	4330	1.640151515	0.15	4	2640
315	299	5400	5069	1.920075758	0.15	4	2640
315	314	5400	4541	1.720075758	0.15	4	2640
315	316	5400	6811	2.579924242	0.15	4	2640
315	327	5400	2851	1.079924242	0.15	4	2640
316	300	5400	5069	1.920075758	0.15	4	2640
316	315	5400	2640	1	0.15	4	2640
316	317	5400	2270	0.859848485	0.15	4	2640
316	328	5400	2851	1.079924242	0.15	4	2640
317	241	1800	1320	0.5	0.15	4	2640
317	311	5400	1901	0.720075758	0.15	4	2640
317	316	5400	2640	1	0.15	4	2640
317	318	5400	3010	1.140151515	0.15	4	2640
317	329	5400	2851	1.079924242	0.15	4	2640
318	317	5400	3010	1.140151515	0.15	4	2640
318	319	5400	2640	1	0.15	4	2640
319	303	5400	5650	2.140151515	0.15	4	2640
319	318	5400	2270	0.859848485	0.15	4	2640
